cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;nome_fantasia;situacao_cadastral;data_situacao_cadastral;motivo_situacao_cadastral;nome_cidade_exterior;pais;data_inicio_atividade;cnae_fiscal_principal;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd_1;telefone_1;ddd_2;telefone_2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial;cnpj_completo;situacao_cadastral_descricao;atividade_afl;razao_social;natureza_juridica;qualificacao_responsavel;capital_social;porte;ente_federativo_responsavel;porte_descricao
23875377;0001;90;1;;02;20151222;00;;;20151222;5611203;;RUA;IRINEU JOFFILY;189;;SANTO ANTONIO;58701000;PB;2117;83;91096946;;;;;;;;23875377000190;Ativa;Lanchonetes e casas de chá;;;;;;;
23877040;0001;11;1;;02;20151222;00;;;20151222;5611203;4721104,4729699;RUA;MARIANA NAJAR;601;      VILA OLIVEIRA       LOJA  06 E 07;VILA NOVA SOCORRO;08790610;SP;6713;11;35652009;11;26290012;11;35652707;MOGIDASCRUZES.CENTRO@SODIEDOCES.COM.BR;;;23877040000111;Ativa;Lanchonetes e casas de chá;;;;;;;
23878570;0001;84;1;;02;20151222;00;;;20151222;5611201;5611204;RODOVIA;GOVERNADOR MARIO COVAS;SN;;BRACUI (CUNHAMBEBE);23943000;RJ;5801;24;33654008;24;33653904;;;BEATRIZMIGUEL21@GMAIL.COM;;;23878570000184;Ativa;Restaurantes;;;;;;;
23878585;0001;42;1;ESQUINA DO SABOR;02;20151222;00;;;20151222;5611201;5611203;RUA;CAPITAO CATAO COUTO JUNIOR;80;;CENTRO;27330790;RJ;5807;24;99135258;;;;;JESSICADASILVA2000@HOTMAIL.COM;;;23878585000142;Ativa;Restaurantes;;;;;;;
23879465;0001;60;1;;02;20151222;00;;;20151222;5611203;5611201,5611204;RUA;SANTANA;298;;VILA MARQUES;18130555;SP;7113;11;47842373;;;;;RAFAGTC86@GMAIL.COM;;;23879465000160;Ativa;Lanchonetes e casas de chá;;;;;;;
23880241;0001;78;1;;02;20151223;00;;;20151223;5620104;4755502,4721104,4721103,4721102,4713002,4723700;RUA;GENERAL ALEXANDRE BARRETO;359;;SANTA CRUZ;23520450;RJ;6001;21;24399743;;;;;sergiopb27@oi.com.br;;;23880241000178;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23880280;0001;75;1;CLUBE DO PAO;02;20151223;00;;;20151223;4721102;4721103,5611203;RUA;08 UNIDADE 205;44;;CIDADE OPERARIA;65058141;MA;0921;98;99942158;;;;;SOUSA_WANDERSON23@HOTMAIL.COM;;;23880280000175;Ativa;Padaria e confeitaria;;;;;;;
22669989;0001;63;1;RESTAURANTE TROPICAL;02;20150617;00;;;20150617;5611201;;RUA;PRINCESA ISABEL;187;;FORQUILHINHAS;88106730;SC;8327;48;30947003;48;96268229;;;;;;22669989000163;Ativa;Restaurantes;;;;;;;
23881726;0001;86;1;;02;20151223;00;;;20151223;5611205;4729601,5611201,9329803,9329804;RUA;JOAO MARIANO;35;;CENTRO;11740000;SP;6543;13;84651607;13;34222809;13;34276327;ROBERTOCHEGANSAS@HOTMAIL.COM;;;23881726000186;Ativa;Bares com entretenimento;;;;;;;
23882737;0001;80;1;QUIOSQUE BARRA SECA HIGINO;02;20151223;00;;;20151223;5611203;5611204;RUA;Jocelino Monteiro;78;;Barra Seca;11680000;SP;7209;12;96463978;;;;;;;;23882737000180;Ativa;Lanchonetes e casas de chá;;;;;;;
23882826;0001;27;1;;02;20151223;00;;;20151223;4721102;;AVENIDA;QUATORZE DE SETEMBRO;782;;JARDIM PAULISTANO;19014000;SP;6929;18;39030731;;;;;ESCRITORIOGIMENEZ@HOTMAIL.COM;;;23882826000127;Ativa;Padaria e confeitaria;;;;;;;
23886018;0001;38;1;;02;20151226;00;;;20151226;5611203;;AVENIDA;DOM JOSE GASPAR;2094;;MATRIZ;09370670;SP;6689;11;45146732;;;;;Mafoficial@gmail.com;;;23886018000138;Ativa;Lanchonetes e casas de chá;;;;;;;
23887487;0001;71;1;RESTAURANTE E LANCHONETE KIOSKE;02;20151223;00;;;20151223;5611201;;AVENIDA;DANTE MARCUCCI;5063;;FAZENDA SOUZA;95125000;RS;8599;54;32671324;54;30288849;;;AKLIN.CONTABILIDADE@HOTMAIL.COM;;;23887487000171;Ativa;Restaurantes;;;;;;;
23887947;0001;61;1;;02;20151228;00;;;20151228;5611204;5590699;AVENIDA;BEIRA MAR (ARACATIBA);46;;ILHA GRANDE;23968000;RJ;5801;24;33640184;;;;;ANAPAULA.VARELAS@GMAIL.COM;;;23887947000161;Ativa;Bares sem entretenimento;;;;;;;
23888020;0001;46;1;;02;20240917;00;;;20151228;5611201;5620104,5620102,8230002,5611203;RUA;SANTO ANTONIO;100;;CENTRO;45960000;BA;3723;73;99423405;;;;;CONTCRUZ08@HOTMAIL.COM;;;23888020000146;Ativa;Restaurantes;;;;;;;
23888706;0001;37;1;;02;20151228;00;;;20151228;5611203;5620104,1094500;RUA;FRANCISCO VALENTE;19;;VILA DOMINGOS LOPES;36774030;MG;4305;32;99264491;;;;;hotdogdowalace@gamail.com;;;23888706000137;Ativa;Lanchonetes e casas de chá;;;;;;;
23889158;0001;60;1;;02;20151228;00;;;20151228;5611201;4721103,4721102,4723700,5611203,4729699,5611204,4724500;RUA;DO MOINHO;01;LOJA 4;PERO;28922235;RJ;5813;21;22886507;;;;;marviovb@globo.com;;;23889158000160;Ativa;Restaurantes;;;;;;;
23889425;0001;07;1;ZE DO MILHO;02;20151223;00;;;20151223;5611201;5611204,5611205,5620102;RUA;MANOEL VALENTIM SIQUEIRA;9;QUIOSQ09;ITACURUCA;23880000;RJ;5851;21;37894337;;;;;CARLOSZEDOMILHO@YAHOO.COM.BR;;;23889425000107;Ativa;Restaurantes;;;;;;;
23891652;0001;69;1;B N REFEICOES;02;20210604;00;;;20151229;5620104;4723700,5620101,1091102;RUA;AVELINO DOS SANTOS;580;SALA 2;PARQUE SAO BENTO;18072037;SP;7145;11;74803812;;;;;NANDAGRAZIELA@GMAIL.COM;;;23891652000169;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23891753;0001;30;1;;02;20151229;00;;;20151229;5611203;5620104,1092900,8291100,8230001,9700500;RUA;JOAO XXIII;1121;;BOSQUE;69900616;AC;0139;68;99810101;;;;;EUDAWOLSTEIN@GMAIL.COM;;;23891753000130;Ativa;Lanchonetes e casas de chá;;;;;;;
23893832;0001;80;1;;02;20151230;00;;;20151230;5611203;;RUA;FRANCISCO MATOSO;07;;JARDIM MIRIAM;08141040;SP;7107;11;25612566;;;;;;;;23893832000180;Ativa;Lanchonetes e casas de chá;;;;;;;
13717532;0001;96;1;;02;20110528;00;;;20110528;5611201;5611204,5611203;RUA;FELICIANO DOURADO;207;BOX 51   -  QUADRA  B;TORRE;58040260;PB;2051;83;88991743;;;;;ACMJPB@YAHOO.COM.BR;;;13717532000196;Ativa;Restaurantes;;;;;;;
23895138;0001;00;1;ARENA ROSETAO DA SERRA;02;20151230;00;;;20151230;5611204;9329899,9319101,9311500;RUA;SAO FRANCISCO;2891;;RIBAS;98855000;RS;8419;55;96547699;;;;;;;;23895138000100;Ativa;Bares sem entretenimento;;;;;;;
23896086;0001;88;1;;02;20151230;00;;;20151230;5611203;5611204;RUA;MARIETA FERREIRA SOARES;85;;CENTRO;35878970;MG;4275;31;82925269;;;;;karolenivaldo@gmail.com;;;23896086000188;Ativa;Lanchonetes e casas de chá;;;;;;;
23896521;0001;74;1;;02;20151231;00;;;20151231;5611204;5611203;RUA;SILVIO;39;;JARDIM ALMEIDA;04866190;SP;7107;11;50319905;;;;;contabil1@almeidaecostaac.com.br;;;23896521000174;Ativa;Bares sem entretenimento;;;;;;;
21200905;0001;85;1;;02;20141009;00;;;20141009;5611203;5612100,4723700;RUA;TIRADENTES;510;;CENTRO;39920000;MG;4729;33;87147998;;;;;carlosaaa10@bol.com.br;;;21200905000185;Ativa;Lanchonetes e casas de chá;;;;;;;
09215299;0001;76;1;;02;20071005;00;;;20071005;5611201;;RUA;CARNEIRO DA CUNHA;1170;;VILA DA SAUDE;04144001;SP;7107;11;23847532;;;;;KELLENHF@HOTMAIL.COM;;;09215299000176;Ativa;Restaurantes;;;;;;;
23899062;0001;82;1;;02;20250630;00;;;20160103;5620104;1092900,4721104,1091102;RUA;EXPEDICIONARIO JOSE DE BASTIANI;542;;JARDIM ORIENTAL;19901730;SP;6795;14;33352084;;;;;aideromano@hotmail.com;;;23899062000182;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23899335;0001;99;1;;02;20240909;00;;;20160103;4721102;;RUA;BARAO DO RIO BRANCO;265;LOJA 1;JACUTINGA;26564510;RJ;1116;21;30231804;;;;;JOSEDIASDASILVASILVA@YMAIL.COM;;;23899335000199;Ativa;Padaria e confeitaria;;;;;;;
23900218;0001;06;1;;02;20231206;00;;;20160104;5611203;5612100;RUA;BERNARDINO DE CAMPOS QUADRA;20-44;;VILA SOUTO;17051000;SP;6219;14;97039775;;;;;RITA.ESPETINHOS@GMAIL.COM;;;23900218000106;Ativa;Lanchonetes e casas de chá;;;;;;;
23900857;0001;63;1;;02;20160104;00;;;20160104;5620104;4722901,1091102;RUA;DOM PEDRO II;1331;;BELA VISTA;58428850;PB;1981;83;88150571;;;;;suellio85@gmail.com;;;23900857000163;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23901990;0001;34;1;M & M ESPETOS;02;20160104;00;;;20160104;5611203;;AVENIDA;ANTONIO JOAQUIM DE MOURA ANDRADE;451;;CENTRO;79750000;MS;9123;67;34415216;67;81254056;;;ZEBAURO@HOTMAIL.COM;;;23901990000134;Ativa;Lanchonetes e casas de chá;;;;;;;
23902319;0001;08;1;;02;20160104;00;;;20160104;5611203;;9A RUA;ORLANDO LOURENCO;413;;VILA SANTA IZABEL;15890000;SP;7213;17;81741534;;;;;viitaguai@hotmail.com;;;23902319000108;Ativa;Lanchonetes e casas de chá;;;;;;;
23902892;0001;11;1;;02;20220530;00;;;20160104;5611204;5611203;RUA;MONSENHOR ROCHA;183;;VILA NOVA;36900000;MG;4787;33;84212435;;;;;;;;23902892000111;Ativa;Bares sem entretenimento;;;;;;;
23903077;0001;77;1;;02;20260626;00;;;20160104;5620104;5611204;RUA;EDGARD DROLHE DA COSTA;19;TERREO;CAMPO GRANDE;23045350;RJ;6001;21;41011129;;;;;FAMONTEIRO29@GMAIL.COM;;;23903077000177;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23903282;0001;32;1;;02;20160104;00;;;20160104;5611204;5611201,4723700,8592999;RUA;ARAGUAIA;1480;;FREGUESIA (JACAREPAGUA);22745271;RJ;6001;21;98615683;;;;;FINANCEIRO.SERPENTINA@GMAIL.COM;;;23903282000132;Ativa;Bares sem entretenimento;;;;;;;
23904035;0001;50;1;CUIABRASA PIZZA E GRILL;02;20151228;00;;;20151228;5611201;5611203,8299707;RUA;MARCOS PEREIRA DA LUZ;116;;MIGUEL SUTIL;78048350;MT;9067;65;30542100;65;30257854;65;81119264;;;;23904035000150;Ativa;Restaurantes;;;;;;;
23904100;0001;48;1;PADARIA PREFERIDA;02;20241010;00;;;20151106;4721102;1091102,4712100,4721103;RUA;MARIA LUCIA PIERSANTE;S/N;;PARQUE AEROPORTO;27963762;RJ;5847;22;98222711;;;;;;;;23904100000148;Ativa;Padaria e confeitaria;;;;;;;
23905131;0001;13;1;;02;20160104;00;;;20160104;5611203;4729699;RUA;ANTONIO ZANDONA;312;CASA 2;JARDIM PACAEMBU;13218140;SP;6619;11;63136822;;;;;VALSALLA@YAHOO.COM.BR;;;23905131000113;Ativa;Lanchonetes e casas de chá;;;;;;;
23907671;0001;36;1;;02;20160105;00;;;20160105;5611204;5620104;MERCADO;Mercado publico central;01;QUIOSQ;Centro;58175000;PB;2003;83;98562403;;;;;jbgomespb@gmail.com;;;23907671000136;Ativa;Bares sem entretenimento;;;;;;;
23907771;0001;62;1;SENDAI- GRILL;02;20160105;00;;;20160105;5611201;5611204;AVENIDA;RIO BRANCO;213;;CENTRO;17800009;SP;6101;18;35212416;;;18;35213105;E.JOIA@UOL.COM.BR;;;23907771000162;Ativa;Restaurantes;;;;;;;
23908008;0001;56;1;LANCHONETE OLIVEIRA;02;20160105;00;;;20160105;5611203;;RUA;RUI BARBOSA;944;;CENTRO;14870740;SP;6587;16;32021928;;;;;JAYMEDOSSANTOS@HOTMAIL.COM;;;23908008000156;Ativa;Lanchonetes e casas de chá;;;;;;;
23908323;0001;83;1;;02;20160105;00;;;20160105;5611204;;RUA;BAIXO GUANDU;290;;ZUMBI;29302030;ES;5623;28;99930437;;;;;;;;23908323000183;Ativa;Bares sem entretenimento;;;;;;;
21437188;0001;00;1;RESTAURANTE SALVATERRA;02;20141119;00;;;20141119;5611201;5611204;AVENIDA;DEUSDEDITH SALGADO;4735;GALPAO7;TEIXEIRAS;36033000;MG;4733;32;30251591;;;;;CONTATO@DMCONTABILIDADEJF.COM.BR;;;21437188000100;Ativa;Restaurantes;;;;;;;
21745307;0001;91;1;RESTAURANTE DO PEIXE;02;20150126;00;;;20150126;5611201;0322101,4722902,5611205;AVENIDA;BRASIL;S/N;      AREA 1 - ORLA;ZONA URBANA;78655000;MT;9895;66;84229461;;;;;LUCIALOURENCO@HOTMAIL.COM;;;21745307000191;Ativa;Restaurantes;;;;;;;
23909881;0001;63;1;;02;20160105;00;;;20160105;5620104;;RUA;JOAO ANTONIO DE OLIVEIRA;1342;;MOOCA;03111001;SP;7107;11;58755738;;;;;TELMARIBEIRO456@GMAIL.COM;;;23909881000163;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23910410;0001;75;1;;02;20160105;00;;;20160105;5611201;;RUA;MANOEL MONTEIRO DA PAIXAO;330;;MALAQUIAS CARDOSO;55190359;PE;2549;81;94659180;;;;;;;;23910410000175;Ativa;Restaurantes;;;;;;;
23910867;0001;80;1;;02;20160105;00;;;20160105;4721102;5611203;RUA;DA CAIXA D'AGUA;84;;MORRO DO ESTADO;27460000;RJ;5887;24;92172746;;;;;;;;23910867000180;Ativa;Padaria e confeitaria;;;;;;;
23910939;0001;99;1;;02;20160105;00;;;20160105;5611204;;RUA;FLORES DA CUNHA;146;;VINTE CINCO DE JULHO;93700000;RS;8577;51;98973007;;;;;gabriel_bighause@hotmail.com;;;23910939000199;Ativa;Bares sem entretenimento;;;;;;;
23911574;0001;17;1;;02;20160105;00;;;20160105;5611203;;RUA;VALDEMAR ALVES DE SOUZA;51;;SAO LUCAS;35620000;MG;4003;37;99530387;;;;;;;;23911574000117;Ativa;Lanchonetes e casas de chá;;;;;;;
23371409;0002;09;2;;02;20260806;00;;;20160104;5611203;;RUA;DOS QUIXELOS;71;QUIOSQ02;ALVORADA;63507655;CE;1411;88;35810452;;;;;CAC-CONTROLE@HOTMAIL.COM;;;23371409000209;Ativa;Lanchonetes e casas de chá;;;;;;;
23912889;0001;89;1;;02;20160105;00;;;20160105;5611203;5620103,4723700,4729699,5590603,5611201,5611204,8230002,5611205;CORREGO;DO PORTO;SN;;ZONA RURAL;29540000;ES;6011;28;99475028;;;;;EMORALIS@YAHOO.COM.BR;;;23912889000189;Ativa;Lanchonetes e casas de chá;;;;;;;
23913868;0001;88;1;;02;20160105;00;;;20160105;5611203;4722901,5620104;AVENIDA;PRESIDENTE CASTELO BRANCO;1382;SALA  1;JARDIM ZAIRA;09320795;SP;6689;11;47915135;;;;;EDUARDO.CAMATTA@GMAIL.COM;;;23913868000188;Ativa;Lanchonetes e casas de chá;;;;;;;
23914937;0001;78;1;;02;20160106;00;;;20160106;5611201;;RUA;EDUARDO SPRADA;416;;CAMPO COMPRIDO;81220000;PR;7535;41;96697218;;;;;debbymussi@hotmail.com;;;23914937000178;Ativa;Restaurantes;;;;;;;
23915479;0001;91;1;;02;20160106;00;;;20160106;5611201;4763601;ESTRADA;GERAL PASSA DA LIMEIRA;SN;;PASSO DA LIMEIRA;88450000;SC;8013;48;99823945;;;;;maxroberto@gmail.com;;;23915479000191;Ativa;Restaurantes;;;;;;;
23915897;0001;89;1;;02;20160106;00;;;20160106;5611204;5611203;RUA;EURILEMOS;701;TERREO;CENTRO;86700155;PR;7427;43;31521626;;;;;LUIZ@ESSENCIALEMPRESARIAL.COM.BR;;;23915897000189;Ativa;Bares sem entretenimento;;;;;;;
23916351;0001;42;1;;02;20160106;00;;;20160106;5620104;4789099,4723700,5611203;RUA;FRANCISCO BENTO FERREIRA;506;SALA A;VILA MARTINS;75813000;GO;9285;64;99071629;;;;;FERNANDOFREITASMARILDA@HOTMAIL.COM;;;23916351000142;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23916420;0001;18;1;;02;20160106;00;;;20160106;5611201;;RUA;VER ANTONIO BRAS SOBRINHO;483;;CENTRO;56280000;PE;2321;87;91992704;;;;;;;;23916420000118;Ativa;Restaurantes;;;;;;;
23917170;0001;30;1;;02;20160106;00;;;20160106;5611201;4723700,5611203;RUA;MEM DE SA;174;;VILA SANTA HELENA;08553550;SP;6897;11;47225499;;;;;MICHELBONELAR@GMAIL.COM;;;23917170000130;Ativa;Restaurantes;;;;;;;
23917715;0001;09;1;;02;20240417;00;;;20160106;5611203;;RUA;SAO PAULO;359;;CENTRO;65923000;MA;0711;99;84343910;;;;;maparaben@gmail.com;;;23917715000109;Ativa;Lanchonetes e casas de chá;;;;;;;
23918438;0001;59;1;;02;20260710;00;;;20160106;5611205;;RUA;MANOEL FERNANDES TEIXEIRA;1458;;ARACA;76906390;RO;0005;69;84032742;;;;;EMAIL.ANDERSONCEZAR@GMAIL.COM;;;23918438000159;Ativa;Bares com entretenimento;;;;;;;
19675951;0001;99;1;MANJERICAO GASTRO, RESTAURANTE E HAMBURGUERIA;02;20140207;00;;;20140207;5611201;5320202,5611203,5620102,5620104;RUA;PROFESSOR MANOEL DO NORTE;332;;CENTRO;39960000;MG;4715;33;99612400;;;33;37411615;WAGNOEGAS@GMAIL.COM;;;19675951000199;Ativa;Restaurantes;;;;;;;
23919750;0001;67;1;;02;20160106;00;;;20160106;5611204;;RUA;NELSON SCHIAVAO;211;;PQ RESIDENCIAL SAN MARTIN;19500000;SP;6685;18;32753049;;;;;BETTI5@ITELEFONICA.COM.BR;;;23919750000167;Ativa;Bares sem entretenimento;;;;;;;
23920193;0001;02;1;CHEF HOUSE;02;20160106;00;;;20160106;5611203;5611204;RUA;ROMANO GALEFFI;7;      SHOP ATLANTICO SUL  LOJA  N;STELLA MARIS;41600720;BA;3849;71;86769173;;;;;SUPORTE@CALCULUSCONTABILIDADE.COM.BR;;;23920193000102;Ativa;Lanchonetes e casas de chá;;;;;;;
23920236;0001;41;1;;02;20160106;00;;;20160106;5611204;4729601,4721104,5611203,5611201;RUA;EMILIA DE FREITAS;1108;;SAO MIGUEL;35940000;MG;5113;31;92741847;;;;;contamig.fiscal@hotmail.com;;;23920236000141;Ativa;Bares sem entretenimento;;;;;;;
23922001;0001;99;1;BAR E RESTAURANTE DA XUXA;02;20160107;00;;;20160107;5611204;5611203,5611201;AVENIDA;ESTHER SAMPAIO MARTINS;184;;LUAR DA BARRA;49140000;SE;3111;79;91620034;;;;;CLEIDE.DUDA32@GMAIL.COM;;;23922001000199;Ativa;Bares sem entretenimento;;;;;;;
23922151;0001;00;1;;02;20160107;00;;;20160107;5620104;1091102;AVENIDA;ALBERICO DINIZ;1882;"BLOCO 2;APT 705";JARDIM SULACAP;21741110;RJ;6001;21;96934974;;;;;VANINHASEMEDO@GMAIL.COM;;;23922151000100;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23923168;0001;74;1;;02;20160107;00;;;20160107;5620104;;TRAVESSA;SANTO ANTONIO;58;;VILA SANTO ANTONIO;37120000;MG;4943;35;84738186;;;;;;;;23923168000174;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23923528;0001;38;1;;02;20260220;00;;;20160107;5611201;;AVENIDA;DA ASA BRANCA ( LADO PAR PAULISTA);199;;RIO DOCE;53070195;PE;2491;81;85728897;;;;;;;;23923528000138;Ativa;Restaurantes;;;;;;;
23924096;0001;80;1;;02;20250220;00;;;20160107;5611204;4729601,4712100;VILA;Agrovila Dona Zila;9;;Piedade;37757000;MG;5033;35;97433444;;;;;;;;23924096000180;Ativa;Bares sem entretenimento;;;;;;;
23924462;0001;09;1;;02;20160107;00;;;20160107;5611203;5611201;12A RUA;RUA DAS ORQUIDEAS;234;CASA;CENTRO;44250000;BA;3477;75;81398517;;;;;MARILUZELEITE@HOTMAIL.COM;;;23924462000109;Ativa;Lanchonetes e casas de chá;;;;;;;
23925452;0001;80;1;COLIBRI PAES;02;20260114;00;;;20160107;4721102;;RUA;JOAQUIM INACIO DE SOUZA;731;;CIDADE JARDIM;83035280;PR;7885;41;30355182;41;30355180;41;30355180;AMJCONTABILIDADE@HOTMAIL.COM;;;23925452000180;Ativa;Padaria e confeitaria;;;;;;;
23926727;0001;08;1;;02;20160107;00;;;20160107;5611201;5611203;RODOVIA;PR 090;S/N;;SERRA DO CAETE;84280000;PR;7537;43;99214572;;;;;;;;23926727000108;Ativa;Restaurantes;;;;;;;
23926809;0001;44;1;;02;20160107;00;;;20160107;5611203;;SITIO;DIVINO PAI ETERNO;SN;;ZONA RURAL;37905000;MG;4525;35;91790630;;;;;;;;23926809000144;Ativa;Lanchonetes e casas de chá;;;;;;;
23927360;0001;39;1;;02;20160107;00;;;20160107;5620104;4723700;AVENIDA;MANDACARU;885;LOJA 03;ZONA 07;87080192;PR;7691;44;32655706;;;;;;;;23927360000139;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23927505;0001;00;1;;02;20160107;00;;;20160107;5620104;;RUA;BASILIO ZORZETTO;110;;JARDIM FLAMBOYANT;13807523;SP;6717;19;38053438;;;;;jocrisandrade@bol.com.br;;;23927505000100;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23928348;0001;49;1;;02;20160107;00;;;20160107;5620104;5620102,5620101,4721102,5611203,4729699;RUA;BRIGADEIRO FARIA LIMA;1023;CASA - FUNDOS;CENTRO;87570000;PR;7977;44;97378691;;;;;ana_mariavieira@hotmail.com;;;23928348000149;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23928528;0001;20;1;;02;20160107;00;;;20160107;5620104;5620101;RUA;PERMINIO DE SOUZA;261;;CIRURGIA;49055530;SE;3105;79;99549195;;;;;ELPIDIOCONTABILIDADE@GMAIL.COM;;;23928528000120;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23928657;0001;19;1;;02;20260703;00;;;20160106;5620104;5611201;RUA;DONA ADDA MASCARENHAS DE MORAES;96;;JARDIM ITU;91220140;RS;8801;51;37378084;;;;;CARINAMARTA@CMCONTABIL.CNT.BR;;;23928657000119;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23929184;0001;74;1;;02;20250131;00;;;20160107;5611201;1091101;RUA;AMADEU FURTADO;26;;PARQUELANDIA;60450135;CE;1389;85;86013906;;;;;cristiana_silva_sousa@hotmail.com.br;;;23929184000174;Ativa;Restaurantes;;;;;;;
22100483;0001;39;1;;02;20150323;00;;;20150323;5611201;5611203;RUA;SAO FRANCISCO;20;;CENTRO;95680000;RS;8585;54;32826828;;;;;;;;22100483000139;Ativa;Restaurantes;;;;;;;
23932310;0001;40;1;;02;20160108;00;;;20160108;5611205;4761003,7990200;AVENIDA;NOSSA SENHORA DO CARMO;SN;;TAPERUABA;62106000;CE;1559;88;81302639;;;;;WASHINGTON_6@HOTMAIL.COM;;;23932310000140;Ativa;Bares com entretenimento;;;;;;;
23932367;0001;49;1;;02;20160108;00;;;20160108;5611204;4712100,4723700;RUA;ENCRUZILHADA;0;;ENCRUZILHADA;89460000;SC;8073;47;97301836;;;;;DANISINHA.M@HOTMAIL.COM;;;23932367000149;Ativa;Bares sem entretenimento;;;;;;;
23932629;0001;75;1;;02;20160108;00;;;20160108;5611204;1033301,4723700,5611203,1094500;PRACA;PRACA DA MATRIZ;9;CASA;CENTRO;39662000;MG;5393;38;97464604;;;;;;;;23932629000175;Ativa;Bares sem entretenimento;;;;;;;
23932731;0001;70;1;RESTAURANTE SABOR MINEIRO;02;20160108;00;;;20160108;5611201;;RUA;SANTA HELENA;16;      COMERCIO A;NOSSA SENHORA DE FATIMA;39270000;MG;5023;38;32226459;38;98546699;38;32226459;NILDOCONTABIL@YAHOO.COM.BR';;;23932731000170;Ativa;Restaurantes;;;;;;;
23934191;0001;64;1;;02;20160108;00;;;20160108;5611201;;RUA;BERNADINO SENA DE CARVALHO;SN;ARMZ CASA;CENTRO;44250000;BA;3477;75;91116761;;;;;PAULASANTOS378@GMAIL.COM;;;23934191000164;Ativa;Restaurantes;;;;;;;
07025917;0002;70;2;DA ROBERTA;02;20150429;00;;;20150429;5611201;5620102,5620104,7490199,8230001,8599604,8599699;RUA;MENA BARRETO;00105;;BOTAFOGO;22271100;RJ;6001;21;25096200;;;;;;;;07025917000270;Ativa;Restaurantes;;;;;;;
17124323;0001;90;1;ZIRONDI REFEICOES;02;20121011;00;;;20121011;5611201;5620104;AVENIDA;JOAO PILON;1125;;NOVA CERQUILHO;18520000;SP;6331;15;96931214;15;33845614;;;ZIRONDIREFEICOES@GMAIL.COM;;;17124323000190;Ativa;Restaurantes;;;;;;;
23937567;0001;94;1;;02;20250313;00;;;20160108;5611201;1096100,5620104,5620103,5611203,1094500,5611204;RUA;DOS MAIAS;757;;RUBEM BERTA;91170200;RS;8801;51;84245763;;;;;rosisilvadasilva@gmail.com;;;23937567000194;Ativa;Restaurantes;;;;;;;
23938021;0001;58;1;;02;20220920;00;;;20160108;5611201;;AVENIDA;LINDOLFO COLLOR;64;BOX 64;MALHADO;45651310;BA;3573;73;82413929;;;;;MONICKCAMILA89@GMAIL.COM;;;23938021000158;Ativa;Restaurantes;;;;;;;
23939809;0001;89;1;;02;20250718;00;;;20160109;5611201;4930204,5229099,4930201;TRAVESSA;BAIXAO;30;;LUIZ ANSELMO;40260365;BA;3849;71;32340587;;;;;ALANCARDEQUE@YAHOO.COM.BR;;;23939809000189;Ativa;Restaurantes;;;;;;;
23940709;0001;72;1;;02;20210429;00;;;20160110;5611203;4723700,4729699;AVENIDA;PARANA;206;;CENTRO;87860000;PR;7773;44;91547788;;;;;FELIXTATIANE86@GMAIL.COM;;;23940709000172;Ativa;Lanchonetes e casas de chá;;;;;;;
23942274;0001;03;1;;02;20160111;00;;;20160111;5611204;5611203;FAZENDA;RIBEIRAO DO JORGE;SN;;ZONA RURAL;36815000;MG;2683;32;99732402;;;;;mr-contabil@hotmail.com;;;23942274000103;Ativa;Bares sem entretenimento;;;;;;;
23942539;0001;65;1;;02;20160111;00;;;20160111;5620104;;RUA;JOSE BONIFACIO;2108;;SANTA TEREZINHA;96450000;RS;8629;53;99953196;;;;;;;;23942539000165;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
23942672;0001;11;1;;02;20231026;00;;;20160111;5611203;;ESTRADA;CAMBOATA;4302;;COSTA BARROS;21650100;RJ;6001;21;31064004;;;;;;;;23942672000111;Ativa;Lanchonetes e casas de chá;;;;;;;
23943067;0001;65;1;LANCHONETE VERDE LIMAO;02;20160111;00;;;20160111;5611203;4712100,4721104,4723700,5612100,8230001;AVENIDA;MAGALHAES PINTO;119;;CENTRO;35598003;MG;4083;37;99970772;;;;;EBINHO.VERDELIMAO@GMAIL.COM;;;23943067000165;Ativa;Lanchonetes e casas de chá;;;;;;;
